customer_id,email,loyalty_points,feedback_score,preferred_store,newsletter_subscribed
93399,xramachandran@example.net,NA,9,,No
93400,chanakya36@example.com,NA,9,Hyderabad,Y
93401,manan76@example.net,,6,Bengaluru,No
93402,manbirmunshi@example.net,3316,,Bengaluru,
93403,ochawla@example.com,4241,,Mumbai,
93404,xitiram@example.com,2090,,Hyderabad,
93405,,,9,Hyderabad,
93406,zinalcomar@example.net,,10,Bengaluru,Y
93407,hpant@example.com,NA,7,Mumbai,
93408,xarora@example.org,,,Hyderabad,No
93409,harini82@example.net,NA,,Bengaluru,
93410,ekani06@example.org,3324,10,Hyderabad,N
93411,liam60@example.com,,9,,N
93412,daksha15@example.com,2382,9,,
93413,,NA,2,Hyderabad,Y
93414,aachaltiwari@example.net,,7,,No
93415,tejas19@example.net,,9,Hyderabad,
93416,niharika06@example.com,NA,,Hyderabad,No
93417,yraju@example.org,,,,N
93418,chatterjeejyoti@example.net,,9,,No
93419,unni36@example.org,NA,9,Mumbai,N
93420,mapte@example.com,,,Bengaluru,Y
93421,azadrana@example.net,2871,6,Bengaluru,Y
93422,bhargavaganga@example.com,3855,9,,
93423,nakulghosh@example.com,1914,,Hyderabad,
93424,fkarpe@example.net,,,Hyderabad,
93425,jgoyal@example.org,2957,,,N
93426,,NA,9,Mumbai,Yes
93427,fjayaraman@example.net,,9,,No
93428,indalikar@example.com,1835,,,
93429,bobalsaanvi@example.net,1346,,,
93430,chaitalykeer@example.org,,2,Hyderabad,
93431,barkhasen@example.net,NA,9,Bengaluru,Yes
93432,,,,Mumbai,N
93433,vdoctor@example.org,NA,,Mumbai,Y
93434,nachiket28@example.com,NA,,Mumbai,Y
93435,ansh90@example.org,2214,,Bengaluru,Yes
93436,niteshdutta@example.com,NA,,,
93437,bordetanish@example.org,3338,2,Hyderabad,
93438,adutt@example.com,NA,10,Bengaluru,N
93439,roberttrivedi@example.com,,7,Mumbai,
93440,,NA,,Bengaluru,
93441,arya19@example.org,,,,Yes
93442,zansi63@example.net,,9,Hyderabad,
93443,varshanadig@example.com,NA,6,Mumbai,Y
93444,damyanti82@example.org,NA,9,,
93445,devanshvala@example.net,1689,9,Hyderabad,No
93446,sathvikrai@example.org,NA,9,Hyderabad,
93447,nehabhatia@example.net,647,9,Hyderabad,Y
93448,,5000,9,Mumbai,
93449,krout@example.com,728,9,Bengaluru,N
93450,lgoswami@example.com,,4,Hyderabad,Y
93451,,NA,,Mumbai,No
93452,,,,,
93453,vraval@example.net,NA,9,,Y
93454,kaigarg@example.com,NA,,Mumbai,
93455,anay77@example.org,NA,,Bengaluru,Yes
93456,,NA,,Mumbai,
93457,,2966,,Hyderabad,Yes
93458,alka81@example.org,2407,7,,
93459,,NA,,Hyderabad,Yes
93460,,4607,8,Bengaluru,
93461,quincy42@example.net,629,,Mumbai,
93462,om40@example.org,NA,8,Mumbai,N
93463,meghana53@example.com,NA,,Mumbai,
93464,ekanshbalakrishnan@example.net,2951,5,Bengaluru,
93465,pdubey@example.org,1746,,,
93466,,2668,9,Hyderabad,Y
93467,zansibasu@example.org,4408,9,Bengaluru,
93468,bahriekta@example.com,NA,9,Mumbai,Y
93469,,NA,5,Hyderabad,Y
93470,xbansal@example.net,3552,8,Bengaluru,
93471,ekanta49@example.com,NA,,Mumbai,No
93472,rayaan99@example.com,2190,5,Mumbai,Y
93473,,4275,9,Hyderabad,
93474,urvi95@example.com,,9,Bengaluru,No
93475,frado82@example.com,NA,6,,No
93476,krishna44@example.org,,5,Hyderabad,N
93477,reddyarin@example.org,916,8,Bengaluru,
93478,aahanawali@example.org,969,,Mumbai,Y
93479,,NA,,Bengaluru,
93480,inaya28@example.com,NA,,Bengaluru,
93481,yahvi50@example.net,1956,10,Hyderabad,N
93482,girish58@example.com,3514,,Hyderabad,No
93483,naveenmani@example.net,NA,,Mumbai,No
93484,jaigarde@example.net,,9,Hyderabad,N
93485,thakkarunni@example.net,,,Bengaluru,Y
93486,taktheodore@example.com,NA,9,Hyderabad,No
93487,,NA,,,No
93488,walijacob@example.net,NA,,,
93489,shettytriya@example.com,4898,,Mumbai,
93490,,,,Bengaluru,No
93491,deolkrisha@example.org,NA,9,Hyderabad,
93492,,690,,,
93493,ryan97@example.org,,9,Mumbai,No
93494,sraja@example.net,NA,9,Mumbai,
93495,dalaja26@example.com,,,,No
93496,dakshmurty@example.net,2183,5,Mumbai,Yes
93497,karajhalak@example.com,NA,,,Y
93498,vaidyaturvi@example.com,NA,10,Bengaluru,
93499,radhikasura@example.net,594,9,Bengaluru,N
93500,vyanjana16@example.net,NA,,Hyderabad,Yes
93501,vaishnavikari@example.com,2564,,Bengaluru,Y
93502,chawlariya@example.com,,,Bengaluru,
93503,odika14@example.org,1770,8,Mumbai,Yes
93504,adweta95@example.net,1446,9,Hyderabad,
93505,sachivenkataraman@example.com,3457,,Mumbai,No
93506,goswamisarthak@example.com,1192,9,,No
93507,,NA,9,Hyderabad,N
93508,edhitha08@example.org,NA,4,Mumbai,N
93509,mitteramaira@example.net,,,Mumbai,
93510,utalwar@example.com,2051,,Hyderabad,Yes
93511,chanakya26@example.org,2496,6,Mumbai,Y
93512,wgola@example.net,NA,6,Hyderabad,Yes
93513,lekha12@example.org,NA,,Mumbai,Yes
93514,xbuch@example.com,,9,Bengaluru,Yes
93515,zrout@example.net,NA,,Bengaluru,
93516,tellavinaya@example.com,,,Bengaluru,No
93517,chaturamann@example.com,,,Mumbai,No
93518,riya95@example.com,NA,,Bengaluru,N
93519,hritikswaminathan@example.net,394,,,N
93520,srinivasvihaan@example.net,NA,,Bengaluru,N
93521,chaitaly22@example.com,,,Hyderabad,
93522,pallaomya@example.org,,,Bengaluru,Y
93523,okhosla@example.com,,,Mumbai,N
93524,chawlamekhala@example.net,NA,,Mumbai,Yes
93525,tejas07@example.net,NA,9,Mumbai,Y
93526,bhardwajsai@example.net,,9,,Yes
93527,msarma@example.com,4637,9,Mumbai,
93528,sherelajita@example.com,,,Mumbai,No
93529,dalaldominic@example.com,NA,1,Bengaluru,Y
93530,ethanlad@example.com,3424,,Bengaluru,N
93531,finn41@example.net,NA,7,Bengaluru,
93532,venkataramanekavir@example.com,,9,Hyderabad,
93533,warjasdivan@example.net,3671,,Bengaluru,N
93534,danichatura@example.com,,,Mumbai,Yes
93535,samarth63@example.org,,9,,Y
93536,andrew50@example.net,2939,8,Hyderabad,
93537,joshua59@example.net,,,Hyderabad,Yes
93538,sgoyal@example.org,NA,,Mumbai,
93539,nidhi37@example.org,1656,,,No
93540,gadeayushman@example.net,3034,9,Hyderabad,Y
93541,faris07@example.org,,,,N
93542,rehaanchakrabarti@example.net,,,Mumbai,Y
93543,,537,9,Mumbai,Y
93544,manthanparmer@example.net,NA,,Bengaluru,No
93545,crandhawa@example.net,1486,,Mumbai,N
93546,aachal33@example.net,NA,,Mumbai,
93547,brijeshahluwalia@example.org,,,Hyderabad,
93548,sachi64@example.net,417,9,Mumbai,N
93549,imaran34@example.com,NA,9,,
93550,rushilpau@example.net,910,,Hyderabad,No
93551,araghavan@example.com,,9,Hyderabad,Yes
93552,pallsiya@example.org,3434,9,,N
93553,,2410,9,Hyderabad,
93554,vviswanathan@example.com,3789,9,,
93555,anirudhsamra@example.org,,,Hyderabad,Y
93556,abhimanyureddy@example.org,4195,,,Y
93557,pdani@example.org,,,,Y
93558,siyabhandari@example.net,,,Mumbai,
93559,gautam19@example.org,NA,,,
93560,yashvi86@example.org,1958,9,Bengaluru,N
93561,mkalita@example.org,,,Bengaluru,
93562,maya02@example.net,3827,9,Hyderabad,Y
93563,,,,Bengaluru,
93564,upma41@example.net,,9,Hyderabad,Y
93565,sachibhatia@example.org,,9,,N
93566,harshkhare@example.com,,,Mumbai,Y
93567,umahajan@example.org,4532,,,No
93568,saanvi34@example.com,NA,,Hyderabad,Yes
93569,dalalcharles@example.com,NA,,,No
93570,fsarma@example.org,,,Mumbai,No
93571,ansh68@example.com,1372,,Bengaluru,
93572,xbhavsar@example.com,NA,,Mumbai,No
93573,balaekani@example.org,3354,,Mumbai,Y
93574,datemaanas@example.com,NA,9,Hyderabad,N
93575,raghavmannan@example.net,4049,9,Bengaluru,
93576,robertloke@example.net,,9,Mumbai,
93577,paladweta@example.net,NA,,Bengaluru,Y
93578,vasatika61@example.com,4388,,,
93579,sinhareyansh@example.net,NA,2,,Yes
93580,ryanmahajan@example.com,1148,9,Mumbai,No
93581,urishilla75@example.org,NA,9,Hyderabad,Y
93582,yashawini37@example.org,113,,,No
93583,bhavinidalal@example.net,,,,
93584,mmahajan@example.com,NA,2,,Yes
93585,hegdeisha@example.com,NA,,Mumbai,No
93586,,3044,,Mumbai,N
93587,bhaktafinn@example.com,NA,10,Hyderabad,
93588,cbarad@example.net,NA,8,Bengaluru,
93589,chaudharyorinder@example.com,,,,N
93590,darvictor@example.net,1689,,Mumbai,No
93591,nandini02@example.com,NA,9,Hyderabad,Yes
93592,garimadey@example.com,,9,Hyderabad,
93593,jbhatt@example.com,2698,3,,No
93594,arjunprabhakar@example.net,1756,,Mumbai,N
93595,bahadurjitkulkarni@example.net,,,,Y
93596,chandazinal@example.com,1706,,Bengaluru,N
93597,dhingraedhitha@example.net,4878,3,,Yes
93598,mraju@example.com,,9,,Yes
93599,qbassi@example.com,,,Hyderabad,Yes
93600,ekantikasastry@example.net,,,,
93601,mannankevin@example.com,3357,,Mumbai,Yes
93602,sakshamdugar@example.net,2528,,Hyderabad,Yes
93603,harish64@example.com,,7,,Yes
93604,lnarayan@example.com,201,9,Bengaluru,N
93605,gandhieta@example.net,2343,,,
93606,gangapingle@example.com,4403,,Bengaluru,No
93607,omisha65@example.org,,5,Bengaluru,No
93608,wridesh88@example.com,820,,Hyderabad,
93609,amritajani@example.com,,,,
93610,,NA,3,Bengaluru,Y
93611,diyer@example.org,,,Hyderabad,Yes
93612,munshisanaya@example.net,3109,,Hyderabad,Y
93613,zbal@example.com,1590,,Mumbai,Y
93614,parthsheth@example.org,,,Hyderabad,Y
93615,triya84@example.org,NA,9,,N
93616,peter00@example.org,4809,,,
93617,guptachaaya@example.net,NA,,Bengaluru,N
93618,godapriya@example.com,,4,Bengaluru,Y
93619,anmoldayal@example.com,2158,9,Hyderabad,No
93620,dalbir01@example.org,249,,Mumbai,No
93621,nagyyochana@example.net,NA,9,,Yes
93622,kashvideshmukh@example.org,2733,,Hyderabad,
93623,bina62@example.com,3274,,Hyderabad,No
93624,kalajeremiah@example.net,NA,,Mumbai,
93625,upkaar93@example.org,,9,Mumbai,Y
93626,balannathan@example.com,,,,Yes
93627,vivaan46@example.net,NA,,,N
93628,dominic27@example.net,,,Bengaluru,No
93629,,NA,9,Bengaluru,Y
93630,mahalqadim@example.org,2232,8,Bengaluru,No
93631,,,9,Bengaluru,No
93632,ethansabharwal@example.net,NA,,Mumbai,N
93633,samar58@example.net,NA,9,,
93634,regeyagnesh@example.net,997,3,Hyderabad,N
93635,dkapur@example.org,1690,6,Mumbai,
93636,pantansh@example.com,NA,,Bengaluru,Yes
93637,gillbakhshi@example.org,4848,1,,Y
93638,regezehaan@example.com,NA,,,N
93639,okarnik@example.net,917,9,Hyderabad,No
93640,andrew27@example.org,3720,,Bengaluru,Yes
93641,adityakarpe@example.org,4992,9,Mumbai,N
93642,triveni72@example.net,,,Bengaluru,No
93643,rudradave@example.net,NA,,Bengaluru,No
93644,pandeyaarna@example.net,NA,,Bengaluru,No
93645,pallavi98@example.org,408,,Bengaluru,
93646,hbawa@example.com,,9,Hyderabad,Yes
93647,lopaborde@example.org,NA,9,Bengaluru,N
93648,yashoda86@example.net,,3,,
93649,,NA,,Mumbai,Yes
93650,fsampath@example.net,NA,9,Mumbai,Yes
93651,bajajgarima@example.org,3294,9,Hyderabad,
93652,,4108,9,Mumbai,No
93653,somanwidisha@example.net,,9,Hyderabad,N
93654,sahaojas@example.org,,,Mumbai,N
93655,,128,,Mumbai,Yes
93656,noah02@example.org,,,Bengaluru,No
93657,bnarang@example.com,,,Bengaluru,No
93658,qbarad@example.org,3462,9,,No
93659,bhavyapandey@example.org,,9,Hyderabad,
93660,wazir39@example.com,4763,,,
93661,gopal57@example.org,,9,Bengaluru,Yes
93662,wbarad@example.org,NA,,Bengaluru,
93663,bkuruvilla@example.org,,9,Bengaluru,
93664,indrajit06@example.net,1506,9,,N
93665,,794,,Bengaluru,
93666,jeremiah89@example.org,,9,Hyderabad,No
93667,rganguly@example.com,,10,Hyderabad,No
93668,,NA,,Mumbai,Y
93669,ppandey@example.org,1902,9,Hyderabad,Yes
93670,mittalekani@example.com,,,,Y
93671,kgarg@example.net,2805,,Bengaluru,No
93672,kranganathan@example.com,NA,,Bengaluru,No
93673,,,1,,
93674,henry54@example.com,NA,,,No
93675,darpandutta@example.com,207,8,Bengaluru,
93676,vdoshi@example.org,,10,Hyderabad,N
93677,mangatfalguni@example.com,NA,3,Hyderabad,
93678,,1268,9,,
93679,hmagar@example.org,,5,,
93680,meera39@example.org,NA,,Hyderabad,Yes
93681,ekavir25@example.org,4061,,Mumbai,
93682,gaurav32@example.net,,1,Hyderabad,Yes
93683,vidhi85@example.org,NA,9,Mumbai,
93684,chaaya60@example.org,,9,Bengaluru,Y
93685,,,,Mumbai,Y
93686,triya39@example.com,NA,10,Hyderabad,Y
93687,mandergaurang@example.net,,,Mumbai,Yes
93688,kavya95@example.net,NA,9,,N
93689,jthakur@example.net,,9,,No
93690,xkarnik@example.com,NA,9,Hyderabad,Yes
93691,mammenmitesh@example.com,,,Bengaluru,Yes
93692,qushi95@example.net,2504,,Mumbai,
93693,urvashi04@example.net,,8,Hyderabad,N
93694,nachiketkaran@example.com,1442,9,,
93695,ekalinga73@example.net,NA,,Bengaluru,Y
93696,matthewsibal@example.org,,,,No
93697,andrajai@example.org,,,Bengaluru,Y
93698,,,,Mumbai,
93699,fkhare@example.com,,9,Hyderabad,
93700,shahredhaan@example.org,,,,Yes
93701,darika78@example.org,NA,9,Bengaluru,
93702,qushivarma@example.com,884,6,Bengaluru,N
93703,kdevan@example.net,,,Mumbai,
93704,kaladalaja@example.com,,9,Mumbai,
93705,harita15@example.org,,4,Hyderabad,
93706,xsunder@example.net,NA,,Bengaluru,Y
93707,zwali@example.net,NA,,Bengaluru,
93708,nmander@example.com,NA,9,,
93709,ramachandrangabriel@example.org,NA,,Bengaluru,Yes
93710,anirudh99@example.org,NA,,,N
93711,raaginiradhakrishnan@example.net,,,Mumbai,Y
93712,dnanda@example.org,NA,,Mumbai,N
93713,yoak@example.com,NA,,Hyderabad,Y
93714,arinkota@example.org,4053,,,N
93715,tripti82@example.net,,,Hyderabad,Yes
93716,ghoshgayathri@example.com,NA,,Bengaluru,
93717,raaginianne@example.org,,,,Yes
93718,prashadwatika@example.com,NA,,Bengaluru,Y
93719,ishanvi08@example.com,NA,,,N
93720,trivedidavid@example.com,NA,,Hyderabad,No
93721,wyatt25@example.com,,,Mumbai,Y
93722,khoslaadvika@example.net,2949,2,Hyderabad,
93723,amairasinghal@example.net,3615,,Hyderabad,N
93724,fradosetty@example.com,,,,
93725,xkara@example.org,NA,9,,
93726,triya73@example.com,NA,9,Mumbai,
93727,imaranvarma@example.com,,9,Mumbai,N
93728,dalbir51@example.com,1006,9,,No
93729,gauri17@example.org,866,,,
93730,patilwarda@example.org,NA,3,,Y
93731,aadhya45@example.net,3482,9,Mumbai,N
93732,guptavritti@example.net,,6,Bengaluru,N
93733,comaryutika@example.com,3387,,Mumbai,No
93734,yashasvi58@example.com,NA,10,Hyderabad,Y
93735,bahadurjitdivan@example.com,,2,,N
93736,onveerravi@example.org,4517,,Bengaluru,Y
93737,varsha19@example.org,,9,,Y
93738,bpai@example.com,,,Hyderabad,No
93739,aaravmalhotra@example.org,3069,,,N
93740,bishakhaborde@example.org,,2,Mumbai,Y
93741,,NA,,,N
93742,,NA,,,N
93743,dhingraedhitha@example.com,4566,,Mumbai,N
93744,laksh34@example.net,2248,,Hyderabad,Y
93745,iryaanne@example.com,NA,,,N
93746,yashodharasaha@example.net,2953,,Hyderabad,N
93747,raghav78@example.org,,,Bengaluru,No
93748,jhayer@example.net,3053,,Bengaluru,No
93749,ssuresh@example.com,4951,,,
93750,mahikabir@example.net,NA,5,Hyderabad,
93751,niharika86@example.org,,,Bengaluru,
93752,,,,Hyderabad,
93753,raaginigola@example.com,NA,,Hyderabad,Yes
93754,michael60@example.net,,,Bengaluru,N
93755,chakrika05@example.net,NA,9,Bengaluru,No
93756,zinalthakkar@example.com,,,Bengaluru,N
93757,ozadarpan@example.org,,,Bengaluru,No
93758,psagar@example.com,,,,Yes
93759,gaurikasethi@example.net,,9,Mumbai,
93760,laban31@example.org,3569,6,Bengaluru,
93761,xavieryogi@example.net,1764,,,Yes
93762,,,9,Bengaluru,
93763,utripathi@example.net,,9,Hyderabad,No
93764,kmistry@example.org,,9,Mumbai,
93765,banikmason@example.org,NA,8,Bengaluru,Y
93766,dhaliwalmohini@example.org,NA,,Bengaluru,Yes
93767,brarsanya@example.org,906,,,Yes
93768,kdewan@example.com,1238,,Mumbai,Yes
93769,turvi21@example.net,,,Bengaluru,
93770,,,5,Hyderabad,Y
93771,chavvimukhopadhyay@example.com,2019,9,Hyderabad,Y
93772,samarth99@example.com,NA,7,,N
93773,memonoviya@example.net,,9,,Y
93774,anjalinagarajan@example.org,4173,,Bengaluru,
93775,yvenkataraman@example.net,,,Mumbai,Y
93776,rattanjanaki@example.net,,9,,N
93777,lipikabali@example.org,464,,Hyderabad,N
93778,asharma@example.net,NA,,,No
93779,aahanasaini@example.org,NA,,,N
93780,kpandya@example.com,2381,,,
93781,ymanne@example.net,2642,,Hyderabad,Yes
93782,idikareddy@example.org,1214,,Mumbai,N
93783,danielganesh@example.com,,,,Y
93784,zsane@example.com,NA,,,Yes
93785,pillaydaksh@example.org,,9,Mumbai,No
93786,tkurian@example.com,611,9,Bengaluru,Y
93787,abobal@example.com,811,,Hyderabad,Yes
93788,plala@example.org,,10,Mumbai,
93789,bchahal@example.net,1133,,Mumbai,Y
93790,dubecaleb@example.org,NA,4,Mumbai,Yes
93791,parmerurvashi@example.org,NA,1,Mumbai,
93792,theodoresaran@example.com,1848,10,Mumbai,Yes
93793,vnori@example.com,NA,9,Hyderabad,Yes
93794,gautamlala@example.net,,,Bengaluru,
93795,mcherian@example.net,,,Bengaluru,
93796,jyoti95@example.net,NA,,Bengaluru,Y
93797,nirjadeshmukh@example.net,3308,9,Bengaluru,
93798,yvora@example.com,3085,,Mumbai,Yes
93799,ramneelima@example.com,NA,8,,
93800,priyavenkatesh@example.com,794,,Mumbai,Y
93801,hemani19@example.net,NA,9,Hyderabad,No
93802,xhayre@example.com,2172,,Hyderabad,Yes
93803,jasmitsarma@example.net,1316,,Hyderabad,
93804,,925,9,Bengaluru,N
93805,zayyan43@example.org,2965,,Mumbai,No
93806,falan44@example.net,,,Mumbai,Yes
93807,manya37@example.com,NA,9,Bengaluru,Y
93808,pranav14@example.net,NA,,Mumbai,Yes
93809,dorarajeshri@example.com,NA,4,Bengaluru,Y
93810,fmallick@example.org,,,Bengaluru,Y
93811,vedhika68@example.net,NA,,Mumbai,Y
93812,,399,8,,
93813,,NA,,,
93814,neelima23@example.net,NA,,Hyderabad,
93815,dindaksh@example.net,,,Mumbai,Yes
93816,eiravati96@example.net,NA,,Hyderabad,No
93817,,,1,Bengaluru,
93818,babudayamai@example.org,NA,9,Mumbai,Yes
93819,osengupta@example.org,,,Bengaluru,N
93820,bathyashasvi@example.org,,6,Mumbai,Yes
93821,jraj@example.net,NA,9,Bengaluru,
93822,,4672,5,Mumbai,No
93823,naksh07@example.net,,,Bengaluru,No
93824,shivanisen@example.com,3320,,Bengaluru,Yes
93825,fanand@example.com,NA,5,,
93826,,NA,9,Mumbai,N
93827,osharaf@example.org,,9,,N
93828,garaudant@example.org,NA,,Mumbai,No
93829,obumb@example.net,,,,N
93830,pkrish@example.net,,5,Hyderabad,
93831,,3912,,,
93832,,2748,,Bengaluru,N
93833,garimasankar@example.org,NA,9,Mumbai,No
93834,ethankhatri@example.com,,9,Hyderabad,N
93835,,,,Mumbai,
93836,nadkarnijasmit@example.org,1289,4,Bengaluru,Yes
93837,aarini23@example.org,,9,Hyderabad,Y
93838,gokhalekashish@example.org,,3,,N
93839,,NA,,Bengaluru,No
93840,malhotrarayaan@example.net,2262,,Bengaluru,Y
93841,,,,Mumbai,N
93842,patlanetra@example.com,NA,9,Mumbai,N
93843,hagrawal@example.net,,9,,Y
93844,ganga54@example.com,79,3,,Yes
93845,gaurang36@example.net,2869,,Mumbai,No
93846,kiaan86@example.com,NA,,Mumbai,
93847,,,4,Mumbai,Yes
93848,ldua@example.com,,5,Hyderabad,N
93849,rghose@example.net,3329,,Mumbai,
93850,crajan@example.org,NA,,Bengaluru,Y
93851,agarwalfaris@example.org,NA,,,No
93852,imanne@example.net,3329,,Mumbai,N
93853,,NA,,,
93854,harsh94@example.com,,7,Mumbai,Yes
93855,ekapadmanne@example.com,,,Hyderabad,N
93856,dalaja53@example.net,NA,,Bengaluru,N
93857,ochowdhury@example.org,,,Bengaluru,
93858,nitararaju@example.net,2641,7,,Yes
93859,srinivaswriddhish@example.org,1444,3,Mumbai,Yes
93860,tmagar@example.net,NA,,Bengaluru,
93861,watikavarty@example.org,,10,,N
93862,pradhanbalendra@example.net,NA,9,,
93863,ekapadvarma@example.com,1888,9,Hyderabad,Yes
93864,ekantikabrahmbhatt@example.net,NA,,Hyderabad,N
93865,,NA,,Hyderabad,N
93866,horaharrison@example.net,NA,3,,Y
93867,vdasgupta@example.com,,2,,Y
93868,ira22@example.org,NA,9,,
93869,zilmil10@example.com,NA,,,Yes
93870,sneha52@example.org,768,1,,N
93871,fitanpillai@example.com,NA,9,Hyderabad,Yes
93872,rajatasabharwal@example.org,NA,9,Mumbai,Y
93873,jalsa37@example.net,,,,No
93874,rkohli@example.com,185,,Bengaluru,N
93875,qasim22@example.org,,,,N
93876,guptaaayush@example.org,3616,5,Hyderabad,N
93877,girish95@example.com,3122,,Hyderabad,Yes
93878,dayitavyas@example.org,,5,Hyderabad,
93879,yugbutala@example.org,,,,Y
93880,keyasachdeva@example.org,,2,Hyderabad,N
93881,berasamar@example.net,,6,Mumbai,
93882,nakuldubey@example.org,3630,,,
93883,vvenkataraman@example.com,,,Bengaluru,N
93884,skhare@example.org,4002,,,
93885,randhawanitara@example.com,363,10,,Y
93886,gjha@example.com,,9,Bengaluru,
93887,charvinarain@example.com,NA,,Bengaluru,
93888,omajaramesh@example.com,,1,Hyderabad,Yes
93889,kevinhora@example.net,NA,,Bengaluru,
93890,rajagopalankashish@example.net,NA,,Mumbai,Y
93891,sharafinaya@example.org,,9,,
93892,faraskothari@example.com,1162,9,,No
93893,munimanya@example.org,3587,,Bengaluru,N
93894,,,1,Hyderabad,Yes
93895,sgopal@example.org,1198,,Mumbai,N
93896,,NA,,,N
93897,radhasarna@example.com,NA,,Mumbai,
93898,bsampath@example.org,2032,,Bengaluru,
93899,badallajita@example.com,NA,8,Mumbai,No
93900,zgera@example.net,NA,10,,
93901,zchar@example.com,394,,Mumbai,N
93902,jdeol@example.org,NA,,,N
93903,qasimbali@example.org,,9,Hyderabad,Y
93904,ranaavi@example.net,NA,9,Bengaluru,Yes
93905,ushan@example.org,,,,
93906,,901,,Hyderabad,N
93907,esibal@example.org,NA,,Hyderabad,
93908,voraakshay@example.org,,,Mumbai,
93909,ekanshpadmanabhan@example.net,,,Mumbai,N
93910,frederick81@example.net,NA,,,Yes
93911,qarin94@example.com,884,,Bengaluru,
93912,vivaanguha@example.org,,3,Mumbai,Y
93913,dthaman@example.org,71,9,Mumbai,Y
93914,swamyvasatika@example.net,,,Mumbai,
93915,koshyurishilla@example.com,NA,10,Hyderabad,No
93916,utkarshramaswamy@example.org,3893,9,,Y
93917,niharika09@example.net,,,Hyderabad,
93918,fsingh@example.com,,3,Mumbai,No
93919,adwetapant@example.com,,9,Hyderabad,
93920,adweta03@example.org,,2,,
93921,jeet07@example.org,2060,,Mumbai,Y
93922,omunshi@example.net,3313,5,Hyderabad,N
93923,,,,,No
93924,bbala@example.org,NA,8,Bengaluru,No
93925,vyaschatresh@example.com,4915,3,,No
93926,ukaran@example.net,NA,7,Mumbai,No
93927,thakurnimrat@example.net,NA,,Mumbai,N
93928,dchauhan@example.org,,3,Mumbai,N
93929,benjaminmisra@example.com,4756,8,Hyderabad,
93930,mdass@example.net,4662,,Bengaluru,N
93931,,2141,9,,
93932,bajwadevansh@example.net,NA,,Bengaluru,
93933,kumeranita@example.com,2678,9,Bengaluru,Yes
93934,lallaupadhriti@example.org,,9,,
93935,arya57@example.org,1891,9,Hyderabad,
93936,,NA,,Bengaluru,
93937,pandeyyasti@example.com,,9,Bengaluru,Y
93938,sraja@example.net,,,Bengaluru,
93939,qbuch@example.org,NA,,Hyderabad,
93940,bdoctor@example.com,,,,
93941,bhavya91@example.org,,,Bengaluru,
93942,jai44@example.org,NA,9,Bengaluru,
93943,xpai@example.org,,,Mumbai,No
93944,bbatra@example.org,,4,Mumbai,N
93945,murtymaya@example.com,2407,8,Bengaluru,
93946,nihalmorar@example.net,NA,,,Y
93947,ewali@example.org,NA,2,Hyderabad,N
93948,gravi@example.com,,1,Mumbai,
93949,lakshbarman@example.com,,,,
93950,xchandran@example.com,,8,Hyderabad,
93951,dayamai96@example.net,NA,2,Mumbai,Yes
93952,liam59@example.org,NA,,Mumbai,No
93953,,,9,Hyderabad,No
93954,amblekaran@example.org,,,Bengaluru,
93955,fkulkarni@example.net,1936,,Mumbai,
93956,ianand@example.net,NA,5,Mumbai,
93957,advikadara@example.net,2644,,Mumbai,No
93958,agastya56@example.org,3388,9,Bengaluru,No
93959,,2628,9,Mumbai,Yes
93960,chauhanjagat@example.com,,6,Hyderabad,
93961,rbarad@example.com,4144,,Mumbai,N
93962,tkhanna@example.org,2246,,Hyderabad,Yes
93963,vaidyadhruv@example.org,,9,,N
93964,rsaran@example.net,,8,Bengaluru,
93965,,3695,9,Bengaluru,
93966,suhanichand@example.org,NA,9,,Yes
93967,ramachandranishani@example.com,,3,Bengaluru,No
93968,vincent11@example.net,,4,,No
93969,harsh73@example.org,,,Mumbai,Y
93970,abeerjha@example.com,2362,10,Mumbai,No
93971,vivaan78@example.org,,,Mumbai,Yes
93972,ojasvi73@example.org,NA,9,Bengaluru,Yes
93973,tiwaribaghyawati@example.com,NA,,,No
93974,pnarasimhan@example.com,,4,,
93975,,,6,,No
93976,jagrati58@example.org,NA,,Mumbai,Y
93977,eshana99@example.net,NA,9,,Yes
93978,vincent66@example.org,2934,9,Bengaluru,N
93979,ymutti@example.net,,,Mumbai,Yes
93980,msom@example.com,,9,Mumbai,Yes
93981,baljiwangokhale@example.org,,2,,
93982,suhani73@example.net,NA,3,Mumbai,No
93983,warjas90@example.net,1705,9,Hyderabad,Yes
93984,cviswanathan@example.net,3302,9,Mumbai,Yes
93985,turvisabharwal@example.org,NA,,,No
93986,udarshbali@example.org,NA,,Bengaluru,N
93987,chakradev04@example.org,4874,,Hyderabad,No
93988,samakshsem@example.com,NA,9,Mumbai,Yes
93989,bbutala@example.org,2360,,Hyderabad,
93990,rudra96@example.com,NA,,Mumbai,N
93991,ravalradha@example.com,NA,,Hyderabad,N
93992,alexander93@example.org,2276,,,Yes
93993,ghora@example.net,NA,,Hyderabad,Yes
93994,,NA,,Hyderabad,
93995,,NA,,,
93996,vincentkorpal@example.org,1446,6,,No
93997,nsharaf@example.net,3964,10,Hyderabad,Yes
93998,oapte@example.net,,9,Hyderabad,
93999,binakhosla@example.com,NA,9,Hyderabad,No
94000,azadrana@example.net,,,Hyderabad,N
94001,iuppal@example.org,629,9,Mumbai,Y
94002,qadimkanda@example.net,,,,
94003,varughesesamarth@example.net,NA,9,,
